,qid,question_text,target
347000,43fc51454820096f74e6,Why do you regret marrying someone?,0
849271,a665a079dd9ffb8e9817,Who is the most famous resident of your town/city/village?,0
1015589,c703187384572de77f4e,What is the role of rRNA in protein synthesis?,0
645059,7e5526654f0e2c00733c,What is something you would like to get off your chest?,0
716584,8c486bfec1c81b203df5,What are the difference between reflection and diffraction?,0
623527,7a1b939f51d8d61199ab,What is the age to take stem bath?,0
813282,9f5932922ad60fdd21fa,Why is electrolysis of acidulated water is considered as a catalysis?,0
114014,164f4413d5264b4156e2,Which is the world largest train?,0
363116,472c88a95fcdb2a025b1,"If you are not happy in your job, would you stay in it because you need money?",0
214964,2a0b9f6b4529cddbd3cb,What is epigenics?,0
889075,ae2e4a0dd896437daffb,"Someone hacked Facebook account of my friend and changes every details about, how can we get it back?",0
745121,91f39ba81461525143ab,Can we understand dolphins?,0
588666,734f932cec5a16714ac1,How can you make healthy fried shrimp?,0
384182,4b46e419f55be59804e7,What are some examples of capitalistic mentality among Americans?,0
167348,20b2f9d63577b8e2af70,What are the types of students in your highschool?,0
977158,bf716806827919082ac4,"Where I can find spiritual awaken, spirit guide contact, mediumship teachers/courses in Delhi or Gurgaon?",0
684480,8610fed4a6302427f5ab,"Bank PO exams are candidates allowed to write anything (squares, cubes etc.) in their rough sheet?",0
284495,37b537937cc06119ef61,Is RERA registration mandatory within July 31?,0
411659,50aa54c0b8209c245242,How do positrons occur naturally?,0
57182,0b3776a87d7769fb3b39,"If locally-born Singaporeans continue to discriminate new citizens by not classifying them as part of their in-group, how can they truly integrate?",1
466087,5b44b81fff1041ee86ac,What are the specs of a Samsung LN40B540?,0
484154,5ece4f96c73310eca97a,What is the coal India CSE cuttoff…?,0
779968,98c95b7de38d41be8a54,"I've always been close to my brother, we share the same social circle. His wife is threatened by our relationship. My brother and I now rarely speak as he must support his wife. How do I disengage and separate from my brother emotionally.?",0
1042828,cc5695d4cfb83499efcd,Can the UK still launch operations against any country without getting any military help?,0
785785,99efb004f870012c71c9,What are biodegradable plastic bags made of?,0
664524,82242d3646a2aa980ef5,What were some of the most effective strategies and tactics used in the American Civil War?,0
707633,8a8dfa5859ccd20f26b6,What did you do when your boss gave improvement rating despite you working day and night?,0
375442,49998537d1c4ce192b25,Can onion juice be mixed with lemon juice both being fresh & what are the health benefits of this combination if any?,0
778225,98706b472dce4509a71f,How would the Islamic version of European flags look like?,0
512687,64662078c95169d1e6f9,Do the OKC players respect Billy Donovan?,0
398793,4e1f4e18fe3cf8b314f6,Can Naruto surpass all the Sages of Six Paths?,0
293282,396da5ba200089dc4189,"Who are the real parents of Michael Jackson's supposed children? They look nothing like either parent, they are clearly white and we all know Michael was black to begin with.",1
200212,2723baec49169faf7b71,Why should I do media monitoring?,0
1046117,ccfe48c10357faf9655e,"If you could go back in time, what would you tell your 10-year-old self?",0
391034,4c990ee6f5f14906a952,"Is it wrong to use the word ""gay"" to describe something annoying or stupid? People around me didn't seem to mind at all until a family member took offense after I said it.",1
425172,53575c4c9bfee56dfaaf,Isn't it hypocritical for celebrities to express leftish views when most of them are pretty wealthy and live a life that most of us can only imagine?,0
693552,87d81a4badf5f52de522,"If I reply to a tweet and then block that person, can they still read my reply to them?",0
439545,5622b1815b93c7ef6706,What is the future in IC engineering?,0
629016,7b2c77930e6fe5a51185,Where is born peacock?,0
1015844,c70ed800ae7de535d61b,What can I do Creative in my spare three months time?,0
876414,abb29d6ae8199f6220ca,What is the biggest issue with having natural hair?,0
425372,536003e6f6f4e5efbf3d,What do you want to talk about right now?,0
93654,1254d89dc2bc6441f488,"Are democratic countries not safe, full of shootings, bombings, rape, etc., and evil things? What are their democratic regimes doing daily?",1
343211,433b29f569dbab20e503,How can I get a body like Robert De Niro in Cape Fear?,0
780765,98f2b5dc3026a9d4350f,Can we do the angiogram immediately after the heart attack?,0
65101,0cc3fd534848a38c4177,Should autistic people in the US have signs on their houses and wear special badges so that police don't kill them?,1
250273,30f8ac4874274ba4bf4f,"Should SpaceX form a joint venture with a gene editing company (editas medicine) to speed up the adaptation of men, plants and animals on Mars?",0
181697,2381fc19e4f906b9b310,What country in Asia currently holds the title of Sick Man of Asia?,0
217340,2a83501b95e5e2be043e,What is the best way to teach a language to a beginner?,0
484564,5ee373af55e7ffbfa329,What is the best sales management/ERP software opensource?,0
261158,331e23bb46ff5cba3993,What causes my cheeks to be so chubby?,0
529158,679b5831f1801561617c,"On one hand, Israel ‘Jewish state’ attacks Syrian military airbase Russian ally, on the other hand, US Jewish Mnuchin imposes sanctions on Russian companies, high officials etc,. Is it the Jewish war against Russia or it is American people’s will ?",1
951734,ba7f865930f37069d4e1,What personality traits should writers look for in literary agents?,0
500267,61f2b28f12217b492138,Should one make himself look bigger or smaller when encountering a venomous snake?,0
17779,037b3bb4d4cf02155d32,What is the significance of the numerical aperture of a microscope to its total magnification?,0
438267,55e27635f46d98602ebb,What was Saudi Arabia called before Islam?,0
523843,668d95fec5932d04c4a9,What's an aspect of fandom that angers you the most?,0
72789,0e451f673bbb4bcb9f52,Has any PEC student committed suicide?,0
942547,b8b77eb440d4d5f1a8e2,How good is Funimation's dub of Dragonball Super?,0
914230,b323c29245139e63bf18,Do plants have nervous system?,0
730894,8f21ad58b78bb698deaf,Which subjects in Math should I study in order to become a quant?,0
660203,8153528aa2e8caf8f603,"Does Facebook notifies the person when you take a screenshot of his/her comments, photos or chat?",0
574982,70a95f179e8502803b3f,How does a reduced voltage starter function as an inrush current limiter?,0
641411,7da0f892f899d667c8ce,"Did Irish Gaelic influence most Irish accents to merge the sounds ""cot"" and ""caught"" (both pronounced like ""a"" as in father)?",0
1039395,cba8b890277c5af7dfdd,Which are the best Tamil comedy Facebook groups?,0
602849,7611725bcfecd30dbe1d,How do I add a drop shadow effect in Instagram?,0
193270,25c7902b23ec0887734a,What are the different usage of OR logic gates in every day life? Plus tell me its ten usage minimum.,0
1021358,c8264752e51ba544858f,Why have my Uber credits disappeared?,0
429904,5440543b9058ed4d11cd,Is there a way to unblock everything on a computer that denies USB access and proxies?,0
482714,5e8510e7dfba9fdf8df4,Is GC Agarwal and HC Verma enough for AIIMS physics?,0
894056,af2bf3b63add985a4a7f,Where is the best place to learn SEO?,0
175193,22425c597e043ec81f1f,Is it possible to get an Etsy sellers phone number?,0
781156,9905ba8842d57cc31c21,Are you optimistic or pessimistic about the future of AI?,0
275625,35f2194f1af233879bca,For Local SEO: How can a business with only 1 location appear in SERPS of surrounding cities?,0
580015,71a5801416901e079cdd,Why do Americans call the hokey cokey the hokey pokey?,0
94521,127f4a7ac3d4a0a00df4,What are the features that make money legal?,0
903552,b10dff88e4589868daa2,What is the syllabus for engineering physics in IIT and what are the research facilities available?,0
718613,8cae194e22c0e62b99b6,Are small men better at wearing women's clothing?,0
1043673,cc80ea77f7ecf29bec86,Is it possible for me to become a police officer at 35 years old?,0
94865,129109c70539fd890527,How can I learn to trust myself and listen to my needs?,0
369727,487d7a468402458d92f6,"What are some good places to eat in San Pedro La Laguna, Guatemala?",0
649440,7f3104eb21090d2c2f0f,What is the performance of west Bengal students in JEE Mains 2017?,0
629429,7b419cee3b876c6612e4,How can startup CEOs inhibit employees from believing that they know everything?,0
4720,00eaddc7adce73fc332e,Can you still get Vitamin B-12 and Vitamin C from a gluten-free diet or do you have to take supplements?,0
816062,9fe7c3ed2a434ce4f108,Why is Brazil so corrupt and their people lack basic morals?,1
551454,6c0b315b675438d70d69,Why do I keep getting acid reflux in my throat?,0
867976,aa10b5fb6e00ccfb23a8,"How do they decide recommended daily percentage, with people of different size and metabolism?",0
366791,47e4748658f80f041576,How do we protect our human rights?,0
141321,1baadd61eca96b27322e,Where can I find a Form 990 for a non-profit?,0
868284,aa1f0c4bc3a6a8aac6f5,"I keep getting a message saying that my exchange has stopped, close AP. This just started with the latest software update on 11/24/2017. What can I do?",0
796411,9c10c226b335923a7e0e,"What are some good foods in Sitiawan, Perak?",0
107801,151c3685427d57311ccc,Why do we study signal and system?,0
503943,62ac205abc807c591dfa,Which best place for a meeting with a affairs person?,0
603154,762032fef03e6247f845,Are you going to play the new Battlefront II?,0
617375,78e6b646d041afc6be63,What happens if you tie string tightly around your leg and leave it?,0
497992,61806a61bcf56c41e14f,What is the record for the most murders?,0
775969,97fe3f1a7a458d42353e,Would spiderman get hurt falling off the Washington Memorial?,0
666044,826d3f45685a7e7eab34,Has Jordan Romero retired from climbing mountains?,0
964564,bcfa8ecc857f9320b5d5,Why do the people in Jurassic World think that dinosaurs would be useful in the military?,0
101286,13d5d5af8fce3f7e5462,What was happening throughout South America during WW2?,0
588664,734f85e7dc948adfd9e3,Why does Robinhood use Apex Clearing for its brokerage?,0
199593,27028f9570f8dcdf68d6,Does Matthew (5:38-42) cancel the Old Testament's eye for an eye rule?,0
596430,74d0e3f35a4be77ed4b0,"Is it legal to put ""TM"" at the end of a logo without a permit?",0
777145,98395f294e121a6ecf31,How many litres of water should one have in a day?,0
690760,874a947b07bc1a206d6d,How do you work with a UIPickerView in Swift?,0
580486,71bcf525963163ce6ebc,"Do BJP leaders really believe that Ram Shiv etc invented rocket, planes etc or they just fool their local audiences?",0
732406,8f71dcc5230c14f39ce2,What is your best influencer marketing experience/case study?,0
567374,6f2b92ef114c96a19081,How did the design of the flag of New Zealand first become clear?,0
644490,7e397793da63a3779c87,What's your opinion regarding the current education system of India?,0
1030686,c9f7c814b7fa295525b8,Where can I buy Anthurium plants in Mangalore?,0
373333,492f92aab587c8de240b,How effective are high explosives against shrubbery?,0
507602,636462fcb2b410ac1851,What are some good 75th birthday gift ideas for my mom?,0
29899,05d84660cea342602ecd,What kind of jobs can an international student in Duke University with a full scholarship get?,0
736658,90451f23dcf71796af2e,Should Chinese citizens have the right to dissent from communist party controlled government monitoring of its citizens via AI?,0
7876,0189878d8a60fcf7d1d0,"How do you say ""dabbling"" in French?",0
688435,86d7effdc3c4e23677b3,Why is reciprocation important on relationships?,0
686831,8685932890a120fb4da5,How do I get an iOS developer job as a fresher in India?,0
413030,50ee482a078441cd19ef,What type of nitrogen do plants prefer?,0
631271,7ba036d4041c2721d415,"If Ron Weasley had the time turner, what would he use it for?",0
282816,375ebf1c74d55f05424b,What is Corect latest information of it?,0
335957,41d4786f574688f2b1e1,Where do you see India after 50 years?,0
496521,6139b0cd5bbb0921612b,"Psychopaths, do you know any psychopathic writers?",0
639697,7d4c27a4c3f8147defaf,What are the five steps in the writing process that are used by most writters?,0
760117,94ee19ad5e483e25d7da,What are the works of legislative/executive/protocol assistant in Lok Sabha?,0
107776,151b45d0d8292352eaa9,Do you think the Flash has revealed his identity to too many people?,0
444617,571e43f1c46390ad38ef,Where can I download Universe Sandbox 2 for free?,0
657975,80e0a94addfde0531119,What is the difference between proof of work vs proof of stake in blockchain?,0
329643,409cf824d6dc7a5bc95c,What are the things that can be done at Naukri.com?,0
86234,10e4f0ed9b8caf5f5126,"Do MIT Bexley Hall alumni basically turn into ""normal people"" after graduation?",0
338430,424d05f7086692c30c44,How can you make an awesome Halloween costume of The Simpsons?,0
19895,03e66716ac2b413add2d,What is the best present (cadeaux) for a boyfreind?,0
329286,408a9d743248f4fdda59,Will there ever be a Quora meet up in Boston?,0
453014,58bc9344e965cd5b249d,How strong is Popeye?,0
706841,8a677494e7f99f8e8c37,What is the best option with 22k rank in JEE and 12k in advanced in year 2017?,0
444878,572b4c50f03dd735e513,I had to move and I rent out my house and rent a similar house at my new location with similar rent amount. Am I making rental income in the eyes of the IRS?,0
953795,bae3499e5a54bd4be0a3,Is it possible for Logan Paul to lose his channel due to all the recent controversy?,0
973322,beae92e285bb57610997,How many asteroids the size of the Chicxulub asteroid have we found?,0
568032,6f4e18c1311042ea8cb9,What strategies would you recommend Real Madrid should adopt in long and short term?,0
745411,9201d68224fc2fd740e9,What do you think about the people who go out with others due to looks? Would that be love?,0
31718,0634bf647bf9cce14dbb,Did Muller violate Manafort's constitutional rights?,0
620601,7988db15b78b9ae88a10,What is the best way to regain back the man power in men?,0
731708,8f4cc0d8e1c82d5b36c6,"Why is the viscosity of humid air lower than that of dry air? That is also to say, why is the viscosity of water vapor much lower than, say, N2 which makes the majority of dry air?",0
472639,5c8cdc0f8bd1a156bf3d,"If someone was raped but isnt affected by it in any ways, was the rape a bad thing?",1
335529,41bf3a9937007c69d59e,What are the best courses in India with nominal charges and have good career scope?,0
384108,4b434048dbec0c2222a9,What is the chemical name of dry ice?,0
190652,2545ee8747334d9dead7,"What is the best way to study anatomy, effectively way because I forget a lot of things after studied?",0
917206,b3b900d872707ad5e587,"Punishment for one murder is ""hang till death"" so what is the punishment for 10 murders by the same person?",0
617212,78dddf2230b5a5fb362e,What's the exact Hindi meaning of Facebook?,0
923872,b50ecd9a6551d77919e4,"Is the word ""objection"" countable or uncountable?",0
858429,a830ec06c51709fc8811,What is the most difficult in the medical profession?,0
141692,1bbc1ab2ab3cc235808b,How was your interview in ONGC for production engineer?,0
942956,b8cb944eb5917631d708,A card is drawn at random from pack of 52 cards. It is not replaced. A second card is drawn at randon. What is the probability that neither is spades or a picture card?,0
6172,013213b6a6bf406ee1cb,"What is like for an Indian to go to some gulf country and drive a cab from scratch (psychologically, mentally, physically, economically)?",0
429887,543fc2c08102d97adaeb,How do I send an audible audio book from my PC to my Android phone?,0
7067,015fa2b36918407ea955,Why do my arms get pumped and my hands go numb while working out?,0
1047267,cd35f466358a19a9246b,Marcian sky: what does it look like?,0
201052,274c88253d9c233c60da,Why are famous colours used in a map?,0
775040,97d2282aa110e94ce947,"What are new, different and interesting ways to look at the Ship of Theseus problem?",0
667982,82d0a266b56b09aaef1e,"As time distorts at the event horizon, will the event horizon become brighter from our point of view?",0
377925,4a1484ada5b493bef3cf,What is the naughtiest thing you have done in front of your friends?,0
1005684,c5138e40ec6819cc2ab7,Is it possible to recover phone datas after a hard reset without any backup?,0
565474,6eca5041e71187272c9d,What is something accomplished journalist wished they knew at the beginning of their careers?,0
1037891,cb5f8ac4d1ee3b96aeab,"Was ""Toy Story"" or ""Avatar"" more technically innovative for its time?",0
648936,7f17edd396146fd0cc58,Why does a working 2A powerbank only output 150 mAh? Does the phone refuse to take out anymore?,0
213321,29b99e31f6cbd6518f5d,What are the pairs of consecutive numbers?,0
150851,1d7f7f9095b5e79a7d3b,Why is it illegal to work without taking any breaks?,0
369408,486ef51fe6cd0d32d196,How do I find the good calendar demo?,0
404462,4f42bef1fcaa89ee89bb,What are your realizations about life?,0
1031398,ca1abe0409fb6d9f139d,"Why is it hard for people around the world to understand that the USA is not trying to dictate things but, rather fighting for world peace, freedom, security and stability?",0
990680,c21c44ce8952fddbd071,What is the condition for a gas to be a Maxwellian gas?,0
335383,41b8aa2b49929a88c2b5,Why did Uber CTO Thuan Pham not asked to leave Uber in early 2017?,0
291856,392950a9074ea19b3e06,How much does it cost to make a donut?,0
8620,01af16afcdb3c2b66149,What is the future of OBOR?,0
1013183,c68b81e5f80bf76405a7,What is more disgusting about men?,1
1035794,caf8119ce81a9279c41f,Do I need a digital tuner for my HDTV?,0
264466,33c0795c22cf1311a48e,What is your definition of intelligent music?,0
180549,234b1d3416fabe2a8972,Which of the following is not a primary reason for human migration?,0
666641,828d49cf235e9ca4cbe1,Are Facebook pages of royalties managed by themselves or by marketing companies?,0
251797,3147277589cf4c77f071,Is there a word for a man who visits a brothel?,0
934681,b72ad01fd7f559c1dc31,What name you called for scoring 7 goals in a game?,0
601963,75e72da85b95ddedf658,Which is a better car company bugatti or Lamo?,0
975693,bf266f1692aec1b3c071,What causes hiccups in cats?,0
242719,2f7764427dad4e809c3f,"How do I live in Delhi in Rs.10,000 (I want to live alone)?",0
786508,9a15dc7c4892fff92a70,Was Bill Cosby in trouble for rape or for saying publicly that black men can help themselves and don't need the white man's money to do so?,1
390061,4c670531d6eef1152b5f,Who can I use besides employers for professional references?,0
412553,50d626ffa88b2e235cd8,What are your views regarding Yogi Aditya Nath being new CM of UP?,0
613193,78166bdb24c1f9d46727,Is it more accurate to say “Trump was born in Jamaica” than “Obama was born in Kenya?”,1
991810,c2551e270b2668763f4e,"Is it true, the USA is full of the biggest jerks, liars, or hypocrites than in most other countries? And is this taught or part of the way the system works, or is this happening in other places as well?",0
105000,148f9daadfdcbe814587,What is the most interesting thing that we can do in vacation?,0
418740,5210e93b5f325caa902e,How many children play baseball in Japan?,0
369885,4885aea5a4a5be212f53,Which is the best app which provides free calling over over wifi?,0
824275,a185f117ec504569c47a,How is life without friends?,0
216908,2a6d9d7e8667886757d6,Is thyroid cancer terminal?,0
649887,7f48dcbb9f810251b867,"How do you feel about Trump's zero tolerance policy on immigration which has seperated over 2,000 children from their parents?",0
171212,21755f726b218772a6f8,Have you ever felt transracial?,0
978750,bfbdbb1263ee5c9b951b,"Is there a chance I'm not the father? April 11th we had sex for the first time, her ultrasound on June 1st that said the baby was 11 weeks and 4 days in.",0
16674,034596e63ff5632fa427,Is it easier for women to cheat on their partners as compared to men?,0
532205,6834fef52ff3962d29e0,How good is it in Indonesia to be paid $4.50 USD per hour after all fees?,0
463856,5ad3b15d5dfb4e3a9ad8,What is your review of 'Over The Garden Wall'?,0
293347,3970626c541589435392,"Who is an exemplar of those who rose from poverty to be considered part of ""high society""?",0
423422,52fedd2687e1dfc4ea0c,How do you inspire line managers in fabric and textile industries?,0
90225,11ade00d5d2af08bc074,Can I do ETO course online? What is the duration of ETO course?,0
357409,460e688eea59ce9379b8,What is a summary of the Missouri Compromise?,0
874337,ab4c42a8fdc116557ab1,Are there any examples of stupid people that became highly intelligent through hard work?,0
788065,9a648b730cd19638dacf,Which university in Canada is good for providing scholarships?,0
361996,46f2fc81d46d4ccaf688,What is the best way to practise hacking legally?,0
151676,1daa7cb56ee1cf6de4e1,Which language cases should I add to my conlang?,0
200935,2747121e26f3cc1e3bd9,Is believing in a flat earth really any different than believing in religious stories of creation?,0
274379,35b41e52151f5d927c64,"How do I deal with (potentially and most likely) being the last surviving family member in the future? (Only child, no children, cousins have no children, etc.)",0
631412,7ba73ac5d86f7a8f2f28,"Do the people with narcissist personality disorder that you know, tend to be misinformed on many topics, and if you try to correct them they will disagree and consider you an idiot?",1
457134,598b6674b091b9d2e7ce,What are the most succesful last resort strategies used by companies?,0
593436,743b5fb1dd486e85dae6,What are the important certification (Courses) required with degree for a civil engineerings in todays world?,0
837158,a40d745a0990dc640d23,"Why in all forms of art, cinema is the most popular?",0
405391,4f718710e33403ed5b28,Why is learning and understanding rational numbers a foundational skill in numeracy and mathematics?,0
310044,3cbcbe2e628846c5a003,Who do you think voted for India in UNSC during the ICJ elections?,0
149138,1d28b7098a96367919e2,How can I maintain my capacity of sleeping?,0
188555,24dfee4de30d268a843d,Is 1080 poison an effective and safe way to protect native species against introduced predators?,0
776399,9813a886ee2bfdd2277f,How do I choose the right metrics for user experience?,0
667787,82c7d17463172f9e0d68,What was Salsarita's Fresh Cantina like when Mick Mulvaney operated several restaurants in the chain?,0
873596,ab2768b38af2e5ef3b55,When do you think more people will realize religion is quite foolish?,0
872752,aafe7c1afc864120b13f,Which Platform is the best When Making a website?,0
23222,048d805752b0363cd39d,What do you want to be added in iOS 12?,0
780633,98eb74c078338d0b289d,"Where can I download theses books by William Webb, the first one is ""The 5g Myth: When Vision Decoupled from reality"" and the second one is ""Spectrum Management: Using the Airwaves for Maximum Social and Economic benefit""?",0
76173,0ee84cf108fb21b3c339,Is Kevin Durant better than LeBron James as of 2018?,0
861556,a8cc95b4999ccce4b19a,How can I cut a tatkal ticket within a minute at picked time?,0
767114,96492a77b80895b53aad,"What is something about Donald Trump that a lot of People believe, that is just plain wrong?",0
917898,b3ddec723f7a8c8e7eb0,Is Mexico underrated?,0
220476,2b241d971106f53a1714,How badly have you ruined your life?,0
867794,aa07dbad86faa71b09b5,"As a senior student, what advice would yoy give to a new comer at Allen, Kota for getting 600+?",0
838076,a43af655f5b67c2964ee,What do Keralites think of Communist rule? Are they satisfied with the CPI Government?,0
181145,23675a287486fcd3ffc5,What's the brand and model of James Dyson's blue round glasses?,0
189727,2519b8b40322a1a55227,Can a person make a living by just trading in stock markets?,0
736163,902d1202c6bada9c2478,How can color contacts damage your eyes?,0
691099,875b76892e022be5b448,"Is the ""4 hour work week"" literal or metaphorical?",0
898244,affefeef372361e5ea4a,What are some popular YouTubers who doesn't speak English?,0
513228,64800d5a98db8c6a53f3,What is band G in Thomson Reuters?,0
93417,1249cb25a9bd6cd4a47a,"Is there anyone who has prepared Public Administration for UPSC solely through self-study without coaching, and secured a good marks (250+)?",0
976508,bf5076b7577a1682eab0,How can I make a Snapchat community filter for a location?,0
661630,8198a29b16eab6d83758,What is the most feared creature in your culture?,0
934989,b73a176be4cae1f61335,How do we overcome scarcity thinking?,0
885128,ad6b065d5ccc323abb00,"When a rock flies up on the highway from a truck tire, what is its trajectory?",0
469596,5bf4b68d9d1f66477d17,Why Arunachal sun rise but not rise in Gujrat?,0
238641,2eadbed49b5f74c8896d,Is suicide a way to stop liking K-pop?,1
247311,30620059bf5ed640b805,Is CO molecule polar?,0
838001,a438108e688aa4291290,What is a consumer in science?,0
153172,1df5cfce7f87e32e7c0e,How does Elon Musk expect to colonise Mars when no ones even allowed to bring bacteria there in case of contamination?,0
199055,26e7b8aebfd8723b7a50,Is a child that has a height of 6.3m and weighs 142.8 pounds overweight?,0
1023142,c87f00fce2ee2fe7e7c2,"Why does a commercial airline recording say ""retard"" before landing?",0
469705,5bfa0a794df7772d1898,Can sex attraction change?,0
642256,7dccf37e4b866d071519,"Why are Indonesian resident physicians (doctors in postgrad training to be specialists) are unpaid, unlike those from different countries?",0
421123,528946937c0f32e404b4,How did Barbara Harris begin her acting career in stage plays?,0
420625,526fdd28f3febce77c29,What are the basics you depend on preparing budget for the first time?,0
516847,6533e5c2a919519a2a6f,How do I use oats for weight gain?,0
60923,0bf6ed61f5f609f527c7,"If I had a $100, how can I make 10-20$ daily?",0
994959,c2fa51551f7c9b278c5c,What should you apply directly to a burn?,0
505270,62ef41850b4630d472cb,How can I feel proud of myself/be happy that I lost almost 40lbs/18kg when everyone still tells me I'm fat and ugly?,0
479065,5dcf0718a81fc6319e48,Why do Delhi boys/families not prefer to get married to girls outside of Delhi?,1
100923,13c51cc6d8ed43c8693c,"So, what is 2 girls 1 cup?",0
236233,2e3708a17d52c7783c17,Which is the best network and their plans to be used internationally?,0
687629,86ae9076afe3c5c54b9e,"If we don't create our own meaning in life, where does the feeling of doing so come from?",0
368122,482a2d1ffac0b8f55cb3,Is it bad to skip a year of science in order to take a required language?,0
417441,51cdf9906452569362d5,How do you make sure you never settle in life and always strive for more?,0
815577,9fcf42b68670c7fb9bc5,What is your weirdest celebrity encounter?,0
819552,a095bd2a1de887cf2f99,How good is Honda sensing?,0
571300,6ff25cb4922fc3ce846b,How we can be creative in very busy workplace?,0
869360,aa56f1bc907478104310,You have been selected to reboot the Marvel Cinematic Universe. What is your plan?,0
1046919,cd250062f0e3f7dc3258,If the Mughal rule was so harmonious how did India lost half of its territory and 40% of its population (converted)?,0
373883,494b1b1bcee5d39ec855,How many grains of sand would there be in an area 100m x 100m x 1m that was filled with sand?,0
555695,6ce2ef0147145d321a96,Is if possible to get 100 percentiles in cat without coaching?,0
12436,027121f6b7f997c8e2d3,"If God or nature created men and women to be different, why do humans have to insist, yell, or shout that they are equal?",1
591322,73d30f42d1537601aa45,"Which do you like better, cars or trucks?",0
578518,7158d6cc7645f5476fc6,Can India win the test series in the upcoming tour of England?,0
321857,3f13700e0ed42d02cd78,If I was to add the strongest base and the strongest acid together what kind of reaction would occur?,0
1009232,c5c28014ad80df204f58,Why do only liberals answer questions on Quora?,1
15122,02f7ce1daf79aae81b51,How do they change the expression of a puppet in stop-motion films?,0
92681,1227a73496b6be2f5949,How much of a hike does each Indian Army person get to kill one innocent teenager in Kashmir?,1
233,000adf4573a50193d08b,"What are some of the ""undervalued"" technologies now that you see will make a big impact in the future?",0
720622,8d1153873c6eefdc4092,How do you keep striving to reach goals (I want to play soccer professionally) and maintain good school grades and a social life?,0
703721,89cb7b669116a13bf7df,How can I see what's trending?,0
331584,40ff23b61e8607025a32,How do I become an successful entrepreneur?,0
896483,afa4f1224a23fbec32d4,How popular is cricket among English youth?,0
632327,7bd3a4d632914b5ac759,What is Naphthalene citric acid used for?,0
272085,3542cf642fe3ee2c5eac,My city has no olympic lifting gym and I want to start one. Do I have to be a weightlifter myself to do that. I want to learn and teach others. What do you advice?,0
773690,978f49555814587bcec2,What's the most amazing design that you've contributed to?,0
350510,44b1d8dce8acd0d6eaff,"Is it offensive to wish women ""happy period"" and treat them differently (try to be nicer to them)?",0
898224,affe47a5760754362c78,What is the worsest animated movies over since they are for kids?,0
150021,1d5750e124963fc03976,What keeps people working as probation/parole officers?,0
599996,7585361d8a1969dfdee7,How can I entre into Tamil Nadu state team in cricket without selecting in district team of U19?,0
958774,bbd7e8d55f6724312d6c,Why do Americans eat so much meatloaf on TV?,1
602414,75fcc0f5b03b0df48a81,"If you eat an edible bar of soap, can it clean your intestine?",0
147196,1cc95872b9e4f93a3a2e,What is mean by darma?,0
155426,1e6626277b4521216cee,What is the algorithm to solve minesweeper?,0
899434,b038c379f63d6d3c1c1c,Do you need Swift to code iOS applications?,0
227597,2c828c6de27f7c04d82c,How old does someone have to be to refuse medication for a mental issue in the us?,0
699161,88e691546fb056446b5b,How can I improve my vocabulary? How can I sharpen my memory?,0
919267,b42322c94caf9b786e62,Does a Canadian need a visa to enter or work in the United States?,0
576125,70e1fb11fa2683916a7b,Is central cavity echo is normal in 5mm size or not?,0
204230,27eb3daf639ca5d84f9c,"What exactly is a hobgoblin in Ralph Waldo Emerson's essay ""Self-Reliance""?",0
799462,9ca730cc22d4815b9b38,What are the chances of human existence by the year 3000?,0
9147,01c992cac2a4528ff82f,Why were Brandon and Rickard Stark beheaded?,0
401645,4eb0c0b0ea04dfb9b0a5,Zero is even or odd?,0
963523,bcca069a0a4546d763e9,What will you do if you meet Selena Gomez at the moment?,0
222312,2b7c469d611be03ee6e4,How can I get a loan at minimum interest to start my own small scale business in Maharashtra?,0
319075,3e88847c93c1be6b263a,What are the rules for finding the stressed syllable in Italian words?,0
188405,24d8500e394c78b60301,"If we lived in a silent world, would we be able to hear a penny drop from the other side of the world?",0
395412,4d789fd0dea9c0cf227b,What are some accomplishments Edward Martin Herrmann achieved as a baseball player?,0
1003682,c4b4fb81f76d25db5781,"Is the MSM, deep state actors and AstroTurf social media paid recruiters trying hard to impeach a honest President Trump?",1
34874,06d2be0343f562edb7fd,Can we write betterments for 10th?,0
59944,0bc3a52ef4e7a58cf1ef,What percentage of American Hindus voted for Trump?,0
546156,6afe66760a4e94717b7a,How many students are allowed to change branch to CS in IIT Kgp?,0
608521,77261738b055c85c6369,My cat has separated herself from everyone. Why?,0
163808,2007ec3fc5b78b24b6bc,How can you make sure of your feelings?,0
156278,1e92af61301f825cd25e,What are some characteristics of the levels of organization in ecology?,0
151675,1daa5c92ec6d06256d69,What is the difference between profile clicks and profile visits on Twitter?,0
863733,a93f2ddcd47857a8e7de,How can you start a Spanish radio station in Miami?,0
687644,86af6a1a780376300bd5,Why do home schooled students get into elite colleges?,0
698275,88bbdb115e364e5b2a0a,Does a psychologist have a bright carrier in country like India?,0
990886,c226c99e6f3a4a297de6,Is there any book available in Hindi to learn MS Access?,0
645114,7e57979d35a3fcd8ce45,Would daughters shared by thier father and brothers be polyamory?,1
918490,b3fd5f0c7358bfdb6027,What challenges did Serena Williams face when becoming a professional tennis player?,0
844429,a57a862bf12bd4004ff3,What is crankshaft?,0
286797,3829aeddc3fa537bdf88,What is the amount for a single dose of kratom powder?,0
383985,4b3d1616bfb7dcedf999,What was the procedure through which Tamoghna Ghosh went for dropping out of IITD and how many days did it take for the whole procedure to complete?,0
